,new_text,new_label
4712,الكارت,card
4713,,
4714,,
4715,,
4716,منيو,Menu
4717,اشوف الطلبات السابقة,show order previous
4718,,
4719,كبير,itemSize
4720,شوف منيو,show Menu
4721,اوردراتي السابقة,order previous
4722,تفرجيني قائمة الطعام,show Menu Menu
4723,,
4724,2 ساندوتش,item_number ItemName
4725,الكارت,card
4726,,
4727,,
4728,احذف,delete
4729,وريني,show
4730,,
4731,رقم للرقم,phone_number phone_number
4732,ايه,late
4733,امسح العنوان,delete address
4734,احذف عنوان البيت,delete address address
4735,,
4736,,
4737,الاوردر,order
4738,الاوردر,order
4739,,
4740,,
4741,شوف منيو,show Menu
4742,,
4743,,
4744,العنوان,address
4745,اعرف ايه,show late
4746,,
4747,الاوردر,order
4748,اعدل,edit
4749,عايزة اضيف,show add
4750,وقت اد ايه الاوردر,late late late order
4751,,
4752,اعرضلي الاوردرات القديمة,show order previous
4753,تبديل,edit
4754,,
4755,2 تشيكن سيزر,item_number ItemName ItemName
4756,الحجم,itemSize
4757,عنواني,address
4758,,
4759,عايزة,show
4760,الاوردر لحد,order late
4761,كبير,itemSize
4762,رقم للحين,phone_number late
4763,منيو,Menu
4764,منيو,Menu
4765,هاخد 3 سلطة كبيرة,show item_number ItemName itemSize
4766,مع,add
4767,اشوف اوردراتي,show order
4768,,
4769,عنوان البيت,address address
4770,,
4771,الاوردر,order
4772,اضيف العنوان,add address
4773,القائمة,Menu
4774,شوف الاوردرات السابقة,show order previous
4775,كبير,itemSize
4776,اللغة الانجليزية,Language Language
4777,اشوف الاوردرات,show order
4778,ماوصل,late
4779,,
4780,الغي العنوان,cancel address
4781,,
4782,احدث العنوان,update_data address
4783,عايزة الاوردر,show order
4784,ميل,ItemName
4785,كبير,itemSize
4786,غير البيانات,change update_data
4787,2 سلطة كبيرة بدون,item_number ItemName itemSize Exclude
4788,اشوف الكارت,show card
4789,,
4790,ماوصل,late
4791,,
4792,مع,add
4793,رقم,phone_number
4794,اد ايه,late late
4795,العنوان,address
4796,اتنين بصل,item_number Exclude
4797,,
4798,اعرف,show
4799,اشوف,show
4800,قائمة الطعام,Menu Menu
4801,اعرف الفاتورة,show invoice
4802,,
4803,تفرجيني الطعام,show Menu
4804,اغير اللغة,change Language
4805,عايزة,show
4806,كام,invoice
4807,عايزة اعرف الاوردر وقت ايه,show show order late late
4808,,
4809,عايزة قائمة تغيير البيانات,show Menu change update_data
4810,اللغة الانجليزية,Language Language
4811,عايزة اشوف الطلبات,show show order
4812,,
4813,شوف,show
4814,,
4815,بيتزا مع,ItemName add
4816,مع,add
4817,الاوردر,order
4818,عايزة,show
4819,,
4820,,
4821,رقم,phone_number
4822,اللغة,Language
4823,,
4824,شوف المنيو,show Menu
4825,العنوان,address
4826,العنوان,address
4827,تشيكن ساندوتش,ItemName ItemName
4828,,
4829,وريني طلباتي السابقة,show order previous
4830,غير لغة,change Language
4831,,
4832,,
4833,عايزة الحجم الكبير,show itemSize itemSize
4834,اشوف الاوردر,show order
4835,عنوان البيت,address address
4836,اغير,change
4837,اضيف,add
4838,,
4839,اغير رقم,change phone_number
4840,اعرف,show
4841,,
4842,,
4843,اشوف منيو,show Menu
4844,نظره,show
4845,عايزة قبل,show previous
4846,قائمة تغيير البيانات,Menu change update_data
4847,,
4848,,
4849,,
4850,تفرجيني الاوردرات السابقة,show order previous
4851,المنيو,Menu
4852,,
4853,اغير رقم,change phone_number
4854,المنيو,Menu
4855,اسجل عنواني,update_data address
4856,,
4857,,
4858,,
4859,عايزة الغي العنوان,show cancel address
4860,,
4861,,
4862,الكارت,card
4863,بدون,Exclude
4864,,
4865,اعرف,show
4866,اوردر,order
4867,,
4868,اشوف منيو سوبريم,show Menu ItemName
4869,تبعتلي الطعام,show Menu
4870,2,item_number
4871,وريني الاوردرات القديمة,show order previous
4872,اسجل عنواني,update_data address
4873,اسجل عنوان,update_data address
4874,عايزة عنوان البيت,show address address
4875,عايزة اضيف,show add
4876,الغي,cancel
4877,,
4878,الاشياء طلبتها,order order
4879,اعرضلي منيو,show Menu
4880,غير رقم الموبايل,change phone_number phone_number
4881,,
4882,شوف الاوردر,show order
4883,عايزة امسح تشيكن ميل,show delete ItemName ItemName
4884,رقم,phone_number
4885,,
4886,اشوف قائمة الطعام,show Menu Menu
4887,اغير رقم الموبايل,change phone_number phone_number
4888,,
4889,الحجم,itemSize
4890,تغيير رقم الجوال,change phone_number phone_number
4891,شوف منيو,show Menu
4892,تبديل رقم,edit phone_number
4893,,
4894,اوردر,order
4895,بياناتي,update_data
4896,الغي,cancel
4897,كام,invoice
4898,,
4899,شوف الطلبات طلبتها,show order order
4900,رقم,phone_number
4901,عنوان البيت,address address
4902,,
4903,,
4904,,
4905,غير رقم,change phone_number
4906,,
4907,,
4908,,
4909,3 مع,item_number add
4910,اشوف الكارت,show card
4911,مع,add
4912,عنوان,address
4913,وريني الاوردر,show order
4914,,
4915,العنوان,address
4916,الغي,cancel
4917,البيانات,update_data
4918,2,item_number
4919,مع,add
4920,,
4921,,
4922,مع,add
4923,رقم,phone_number
4924,غير البيانات,change update_data
4925,,
4926,ساندوتش,ItemName
4927,,
4928,دلوقتي عايزة اضيف رقم ايه,late show add phone_number late
4929,,
4930,اشوف الاوردر,show order
4931,عايزة احدث عنوان البيت,show update_data address address
4932,عايزة اعدل,show edit
4933,,
4934,عايزة اشوف الطلبات القديمة,show show order previous
4935,,
4936,,
4937,عايزة اشوف الاوردر,show show order
4938,دلوقتي اضيف رقم,late add phone_number
4939,اشوف,show
4940,اعدل رقم,edit phone_number
4941,الاوردر,order
4942,5 كبير,item_number itemSize
4943,,
4944,كبيرة,itemSize
4945,تفرجيني الفاتورة,show invoice
4946,غير,change
4947,الاوردر,order
4948,,
4949,,
4950,بيتزا,ItemName
4951,اعرضلي الاوردر,show order
4952,رقم للرقم للرقم,phone_number phone_number phone_number
4953,هاخد 2 بيتزا,show item_number ItemName
4954,عايزة قائمة البيانات,show Menu update_data
4955,,
4956,,
4957,الاوردر,order
4958,اعرف,show
4959,الاوردر 2,order item_number
4960,للرقم,phone_number
4961,قائمة الطعام,Menu Menu
4962,,
4963,عنوان,address
4964,الغي,cancel
4965,عنوان البيت,address address
4966,عايزة اللغة الانجليزية,show Language Language
4967,الفاتورة كام,invoice invoice
4968,اغير اللغة,change Language
4969,,
4970,3 تشيكن,item_number ItemName
4971,العنوان,address
4972,مع,add
4973,عنوان البيت,address address
4974,,
4975,قائمة البيانات,Menu update_data
4976,,
4977,الطلبات,order
4978,عايزة اغير,show change
4979,اد ايه,late late
4980,الاوردر,order
4981,المنيو,Menu
4982,اضيف عنواني,add address
4983,,
4984,,
4985,اروح القائمة,show Menu
4986,,
4987,,
4988,,
4989,,
4990,عايزة,show
4991,الاوردر,order
4992,رقم,phone_number
4993,,
4994,اشوف اوردراتي,show order
4995,,
4996,,
4997,احط عنواني,add address
4998,الطلبات السابقة,order previous
4999,شوف الكارت,show card
5000,,
5001,مع,add
5002,صغيرة,itemSize
5003,الغي عنواني,cancel address
5004,احذف,delete
5005,تغيير,change
5006,2 ساندوتش تشيكن,item_number ItemName ItemName
5007,اسجل عنواني,update_data address
5008,,
5009,اشوف القائمة,show Menu
5010,مع,add
5011,غير,change
5012,اعرضلي الاوردر,show order
5013,منيو,Menu
5014,احذف عنوان البيت,delete address address
5015,اوردر,order
5016,عنوان,address
5017,ايه المنيو,late Menu
5018,اغير عنواني,change address
5019,,
5020,كام,invoice
5021,,
5022,,
5023,الغي العنوان,cancel address
5024,عايزة مع,show add
5025,الاوردر 3,order item_number
5026,تغيرلي,change
5027,حذف الجوال,delete phone_number
5028,وقت,late
5029,,
